epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,3017.46,0.60278,0.3767,0.00194,0.91131,0.85262,0.91764,0.75367,0.68551,0.52358,0.00444,0.000396125,0.000396125,0.000396125
71,3056.24,0.60034,0.36566,0.00206,0.93007,0.8189,0.91938,0.75267,0.68755,0.53735,0.00453,0.00038375,0.00038375,0.00038375
72,3095.08,0.59948,0.40054,0.00196,0.88793,0.8397,0.91989,0.75097,0.69202,0.51436,0.00446,0.000371375,0.000371375,0.000371375
73,3133.8,0.59545,0.36418,0.00199,0.90418,0.83468,0.91342,0.75401,0.67598,0.51832,0.00442,0.000359,0.000359,0.000359
74,3172.57,0.57486,0.35003,0.00191,0.88162,0.85019,0.91948,0.7549,0.67676,0.51985,0.00436,0.000346625,0.000346625,0.000346625
75,3211.25,0.59514,0.38042,0.00196,0.89596,0.86282,0.92241,0.75511,0.68926,0.50908,0.00436,0.00033425,0.00033425,0.00033425
76,3249.98,0.5799,0.35587,0.00189,0.90569,0.87053,0.92513,0.75586,0.69079,0.50886,0.0044,0.000321875,0.000321875,0.000321875
77,3288.77,0.59196,0.36183,0.00186,0.89648,0.84784,0.91538,0.75045,0.68387,0.52387,0.00434,0.0003095,0.0003095,0.0003095
78,3327.54,0.57783,0.34993,0.00184,0.92154,0.83832,0.91854,0.75308,0.68295,0.51587,0.00438,0.000297125,0.000297125,0.000297125
79,3367.12,0.56772,0.36341,0.0018,0.91045,0.86611,0.92403,0.75262,0.67826,0.51664,0.00445,0.00028475,0.00028475,0.00028475
80,3409.49,0.59748,0.34421,0.00179,0.88684,0.88306,0.92708,0.75562,0.69693,0.51865,0.00447,0.000272375,0.000272375,0.000272375
81,3451.96,0.54803,0.34471,0.00169,0.88592,0.86894,0.91806,0.75615,0.66741,0.5326,0.00433,0.00026,0.00026,0.00026
82,3494.39,0.57703,0.34874,0.00185,0.91634,0.84945,0.91839,0.75429,0.66484,0.52163,0.00431,0.000247625,0.000247625,0.000247625
83,3536.76,0.566,0.35063,0.00176,0.90569,0.8427,0.91795,0.75602,0.66819,0.5152,0.00426,0.00023525,0.00023525,0.00023525
84,3579.2,0.55576,0.34671,0.0017,0.89708,0.86059,0.9207,0.76062,0.66253,0.51344,0.00428,0.000222875,0.000222875,0.000222875
85,3621.77,0.57376,0.35667,0.00176,0.89592,0.84324,0.91363,0.75295,0.66907,0.53774,0.00435,0.0002105,0.0002105,0.0002105
86,3664.22,0.56651,0.34981,0.00171,0.8665,0.87332,0.91655,0.75856,0.66686,0.52341,0.00428,0.000198125,0.000198125,0.000198125
